product_id,player_name,platform,player_unique_id,profile_unique_id,linked_steam_id,names_count,claimed_pid_count,non_steam_pid_count,ip_hash_count,proxy_hashes,vpn_hashes,hosting_hashes,inconsistency_count,inconsistencies
00025471bdc6480d88354403e04b957d,itsDiiMS,PCVR,76561198305268013,76561198305268013,,10,1,0,59,0,0,0,1,high IP-hash count: 59
000257e363854cc4a964e2e372e0d8f4,your jordans are CAP!,PCVR,your jordans are CAP!,76561198286151983,,3,1,0,5,0,0,0,2,player/profile unique_id mismatch; player/profile current_name mismatch
000257f0040644329caf4d0fa4170256,Gregory,PCVR,76561198078994359,76561198078994359,,1,1,0,5,0,0,0,0,
000258c212524ae8b8eb7affa6f5037a,USEC,PCVR,76561198017838480,76561198017838480,,1,1,0,1,0,0,0,0,
0002591afdd1455698490301a425558f,UrbanGhost3,PCVR,76561198074434123,76561198074434123,,3,1,0,15,1,0,1,3,"player/profile current_name mismatch; high IP-hash count: 15; network risk observations: proxy=1, vpn=0, hosting=1"
00025a3bb2624487a60945abe5dc97c5,pile of balls,PCVR,76561198206367043,76561198206367043,,5,1,0,6,0,0,0,1,player/profile current_name mismatch
00025b7da75f43859e6186e95012607e,Stone Thief,PCVR,76561199478337080,76561199478337080,,5,1,0,2,0,0,0,1,player/profile current_name mismatch
00025e22181e43a6b41bad6e8bae49e0,doomergoat,PCVR,76561199122391523,76561199122391523,,1,1,0,4,0,0,0,0,
00025e27371a4b438b106aa745ab2fcd,average voices enjoyer,PCVR,average voices enjoyer,76561198307919303,,1,1,0,2,0,0,0,1,player/profile unique_id mismatch
00025e587e1e4863b31fe072bfeedb3f,Comically large wrench,PCVR,76561199067946685,76561199067946685,,2,1,0,2,0,0,0,0,
00025e76fb7e40a9817c7d1f250fcb29,Viper83,PCVR,76561198010766883,76561198010766883,,5,1,0,14,0,0,1,2,"high IP-hash count: 14; network risk observations: proxy=0, vpn=0, hosting=1"
00025ff290f546fc949bdbce43baa989,JJnutshaqq,PCVR,76561199119386136,76561199119386136,,2,1,0,9,0,0,0,1,player/profile current_name mismatch
000260727e7240f2afbedd212fabdf93,micha666,PCVR,76561198120196415,76561198120196415,,7,1,0,24,0,0,0,1,high IP-hash count: 24
00026140c2a043b59df1b9882807358e,Bluespiderzz,PCVR,76561198213028520,76561198213028520,,10,1,0,21,0,0,0,1,high IP-hash count: 21
000261b7c3e64c0e9a6a14e37cf37b86,ArmyShots,PCVR,76561198149669746,76561198149669746,,1,1,0,4,0,0,0,0,
0002641493aa4331a8e56373e8fcdb84,SamL0311,PCVR,76561198160333075,76561198160333075,,16,1,0,31,0,0,1,2,"high IP-hash count: 31; network risk observations: proxy=0, vpn=0, hosting=1"
000264bfe5a243f6b48b05402cd92e5a,DaDarkHamster,PCVR,76561198067698419,76561198067698419,,6,1,0,14,0,0,0,2,player/profile current_name mismatch; high IP-hash count: 14
000265068845469ab24d0ddcecdc154e,ProDevin,PCVR,76561198137738207,76561198137738207,,13,1,0,26,0,0,0,1,high IP-hash count: 26
0002678e11da4099ac55373474847c90,nathanidk,PCVR,76561198115375347,76561198115375347,,2,1,0,3,0,0,0,0,
00026a9c3ccd4c85ab71fa5095ab5f05,Salsa,PCVR,76561198024543641,76561198024543641,,2,1,0,3,0,0,0,0,
